antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
DSLR Camera,"Large Fries, SD Card",0.108524,0.028259,0.01274,0.1173933876377575,4.154194686215278,1.0,0.009673220284,1.1009899386536373,0.8517104859164545,0.1027063195827253,0.0917264864174276,0.2841116058822922
Pasta,"Garlic Bread, SD Card",0.108627,0.028511,0.012811,0.1179356881806548,4.136497779125772,1.0,0.0097139356029999,1.1013811430554397,0.8506535403651344,0.1030427823401192,0.0920491000728313,0.283635516216875
"Garlic Bread, SD Card",Pasta,0.028511,0.108627,0.012811,0.4493353442530952,4.136497779125772,1.0,0.0097139356029999,1.618722012929936,0.7805025051605226,0.1030427823401192,0.3822287014000819,0.283635516216875
Pasta,"Garlic Bread, Wet Wipes",0.108627,0.028396,0.012759,0.1174569858322516,4.136391950706143,1.0,0.009674427708,1.1009140454374766,0.8506466015014483,0.1026765595828236,0.0916638731749268,0.2833904171308039
"Garlic Bread, Wet Wipes",Pasta,0.028396,0.108627,0.012759,0.4493238484293562,4.136391950706143,1.0,0.009674427708,1.6186882207584574,0.7804037582391082,0.1026765595828236,0.3822158046399837,0.2833904171308039
curd,"whole milk, yogurt",0.0532791052364006,0.0560244026436197,0.0100660904931367,0.1889312977099236,3.37230365331597,1.0,0.0070811604488808,1.163866383564102,0.7430561657819739,0.1014344262295082,0.1407948419837461,0.1843023094720217
"whole milk, yogurt",curd,0.0560244026436197,0.0532791052364006,0.0100660904931367,0.1796733212341197,3.37230365331597,1.0,0.0070811604488808,1.1540779048998744,0.7452171434291209,0.1014344262295082,0.1335073691695379,0.1843023094720217
"citrus fruit, other vegetables",root vegetables,0.0288764616166751,0.1089984748347737,0.0103711235383833,0.3591549295774648,3.295045459323103,1.0,0.0072236332635408,1.3903540282798037,0.7172249697701297,0.0813397129186602,0.2807587278779375,0.227152091654404
root vegetables,"citrus fruit, other vegetables",0.1089984748347737,0.0288764616166751,0.0103711235383833,0.0951492537313433,3.295045459323103,1.0,0.0072236332635408,1.073241683656623,0.7817203795817083,0.0813397129186602,0.0682434206311131,0.227152091654404
"yogurt, other vegetables",whipped/sour cream,0.0434163701067615,0.0716827656329435,0.0101677681748856,0.2341920374707259,3.267061969538425,1.0,0.0070555626918894,1.2122062968646274,0.7254092261904761,0.0968992248062015,0.1750579067387283,0.1880180045509658
whipped/sour cream,"yogurt, other vegetables",0.0716827656329435,0.0434163701067615,0.0101677681748856,0.1418439716312056,3.267061969538425,1.0,0.0070555626918894,1.1146966265698068,0.7474972617743701,0.0968992248062015,0.1028949257007767,0.1880180045509658
"other vegetables, tropical fruit",root vegetables,0.0358922216573462,0.1089984748347737,0.0123029994916115,0.3427762039660056,3.144779819035136,1.0,0.0083908020725292,1.355704906824676,0.7074029784140807,0.0927914110429448,0.2623763512502186,0.2278246691471819
root vegetables,"other vegetables, tropical fruit",0.1089984748347737,0.0358922216573462,0.0123029994916115,0.1128731343283582,3.144779819035136,1.0,0.0083908020725292,1.0867755398352523,0.7654450577795634,0.0927914110429448,0.0798467914068132,0.2278246691471819
root vegetables,beef,0.1089984748347737,0.0524656837824097,0.0173868835790543,0.1595149253731343,3.0403668431100312,1.0,0.0116682040656082,1.127366023291073,0.7531887461435741,0.1206774876499647,0.1129766381634055,0.2454551371051718
beef,root vegetables,0.0524656837824097,0.1089984748347737,0.0173868835790543,0.3313953488372093,3.0403668431100312,1.0,0.0116682040656082,1.3326283680732078,0.7082512053284838,0.1206774876499647,0.24960324726851,0.2454551371051718
other vegetables,"root vegetables, citrus fruit",0.1934926283680732,0.0176919166243009,0.0103711235383833,0.0535995796111403,3.029608422273361,1.0,0.0069478680898785,1.0379413007573322,0.8306487496662811,0.0516455696202531,0.0365543800305936,0.3199032380814322
"root vegetables, citrus fruit",other vegetables,0.0176919166243009,0.1934926283680732,0.0103711235383833,0.5862068965517241,3.029608422273361,1.0,0.0069478680898785,1.949059481443823,0.6819900509629376,0.0516455696202531,0.4869320256664405,0.3199032380814322
other vegetables,"root vegetables, tropical fruit",0.1934926283680732,0.0210472801220132,0.0123029994916115,0.0635838150289017,3.020999134344196,1.0,0.0082305059408041,1.0454248181413068,0.8294824187411178,0.0608345902463549,0.0434510615713801,0.3240624389154171
"root vegetables, tropical fruit",other vegetables,0.0210472801220132,0.1934926283680732,0.0123029994916115,0.5845410628019324,3.020999134344196,1.0,0.0082305059408041,1.941244487532661,0.6833666956226159,0.0608345902463549,0.4848665346264504,0.3240624389154171
"whole milk, other vegetables",root vegetables,0.0748347737671581,0.1089984748347737,0.0231825114387391,0.3097826086956521,2.84208204899416,1.0,0.0150256352335136,1.2908998474834772,0.7005724554269507,0.1443037974683544,0.225346565847511,0.2612345879299156
root vegetables,"whole milk, other vegetables",0.1089984748347737,0.0748347737671581,0.0231825114387391,0.2126865671641791,2.84208204899416,1.0,0.0150256352335136,1.1750913773952685,0.7274345283498601,0.1443037974683544,0.149002350594538,0.2612345879299156
"whole milk, other vegetables",butter,0.0748347737671581,0.0554143365531265,0.0114895780376207,0.1535326086956521,2.770629736737136,1.0,0.0073426586982103,1.1159150052919724,0.6907644232031721,0.0967465753424657,0.1038744032854401,0.1804360291184683
butter,"whole milk, other vegetables",0.0554143365531265,0.0748347737671581,0.0114895780376207,0.2073394495412844,2.770629736737136,1.0,0.0073426586982103,1.1671644636502287,0.6765624851157872,0.0967465753424657,0.1432227152696485,0.1804360291184683
"whole milk, curd",yogurt,0.026131164209456,0.1395017793594306,0.0100660904931367,0.3852140077821012,2.761355514968633,1.0,0.0064207465891841,1.3996711563583943,0.6549742570832569,0.0647058823529411,0.2855464689279174,0.2286857210922167
yogurt,"whole milk, curd",0.1395017793594306,0.026131164209456,0.0100660904931367,0.0721574344023323,2.761355514968633,1.0,0.0064207465891841,1.0496056894773185,0.7412670961058058,0.0647058823529411,0.0472612619907014,0.2286857210922167
whipped/sour cream,curd,0.0716827656329435,0.0532791052364006,0.0104728012201321,0.1460992907801418,2.7421498565318605,1.0,0.0066536076063383,1.108701380080295,0.6843809483299482,0.0914742451154529,0.0980438755045317,0.1713320881381625
curd,whipped/sour cream,0.0532791052364006,0.0716827656329435,0.0104728012201321,0.1965648854961832,2.7421498565318605,1.0,0.0066536076063383,1.1554352275732485,0.671077011948494,0.0914742451154529,0.1345252627442455,0.1713320881381625
"whole milk, other vegetables",whipped/sour cream,0.0748347737671581,0.0716827656329435,0.0146415861718352,0.1956521739130435,2.729417206290472,1.0,0.0092772226226897,1.1541241292130973,0.6848737956552002,0.1110254433307633,0.1335420734320682,0.1999537465309898
whipped/sour cream,"whole milk, other vegetables",0.0716827656329435,0.0748347737671581,0.0146415861718352,0.2042553191489361,2.729417206290472,1.0,0.0092772226226897,1.1626407923246944,0.6825483753194597,0.1110254433307633,0.1398891157082962,0.1999537465309898
"yogurt, other vegetables",root vegetables,0.0434163701067615,0.1089984748347737,0.0129130655821047,0.297423887587822,2.728697700024468,1.0,0.0081807474576056,1.268192170818505,0.6622785433070866,0.0925655976676384,0.2114759710631324,0.2079470184207766
root vegetables,"yogurt, other vegetables",0.1089984748347737,0.0434163701067615,0.0129130655821047,0.1184701492537313,2.728697700024468,1.0,0.0081807474576056,1.0851403716884145,0.7110255090075397,0.0925655976676384,0.0784602378731343,0.2079470184207766
whipped/sour cream,"whole milk, yogurt",0.0716827656329435,0.0560244026436197,0.0108795119471276,0.15177304964539,2.709052528606917,1.0,0.0068635278226993,1.112880929993726,0.6795815377056228,0.093124456048738,0.1014312735095229,0.1729827135704264
"whole milk, yogurt",whipped/sour cream,0.0560244026436197,0.0716827656329435,0.0108795119471276,0.1941923774954627,2.709052528606917,1.0,0.0068635278226993,1.1520333246311896,0.6683088581702215,0.093124456048738,0.1319695545090773,0.1729827135704264
"yogurt, other vegetables",tropical fruit,0.0434163701067615,0.1049313675648195,0.0123029994916115,0.2833723653395784,2.700549625111196,1.0,0.0077472604016087,1.2490010001628171,0.6582853699330973,0.0904334828101644,0.1993601287191587,0.2003102136775411
tropical fruit,"yogurt, other vegetables",0.1049313675648195,0.0434163701067615,0.0123029994916115,0.1172480620155038,2.700549625111196,1.0,0.0077472604016087,1.0836380966518353,0.7035270658105849,0.0904334828101644,0.0771826838778147,0.2003102136775411
"root vegetables, other vegetables",citrus fruit,0.0473817996949669,0.0827656329435688,0.0103711235383833,0.2188841201716738,2.644625702565617,1.0,0.0064495388966239,1.1742615798030134,0.6528057695487204,0.0865874363327674,0.1484009890132371,0.1720956227393995
citrus fruit,"root vegetables, other vegetables",0.0827656329435688,0.0473817996949669,0.0103711235383833,0.1253071253071253,2.644625702565617,1.0,0.0064495388966239,1.0890887851801925,0.6779888321585147,0.0865874363327674,0.0818012143660558,0.1720956227393995
"rolls/buns, other vegetables",root vegetables,0.0426029486527707,0.1089984748347737,0.0122013218098627,0.2863961813842482,2.6275246678303,1.0,0.0075576653832465,1.2485941105158187,0.6469767771169641,0.087527352297593,0.1990992176097319,0.1991682399458554
root vegetables,"rolls/buns, other vegetables",0.1089984748347737,0.0426029486527707,0.0122013218098627,0.1119402985074626,2.6275246678303,1.0,0.0075576653832465,1.0780773519372162,0.6951881014873141,0.087527352297593,0.0724227735578691,0.1991682399458554
"whole milk, tropical fruit",root vegetables,0.0422979156075241,0.1089984748347737,0.011997966446365,0.2836538461538462,2.602365276980483,1.0,0.0073875581564549,1.2438142096266247,0.6429287358224721,0.0861313868613138,0.196021405560091,0.1968642365097589
root vegetables,"whole milk, tropical fruit",0.1089984748347737,0.0422979156075241,0.011997966446365,0.1100746268656716,2.6023652769804824,1.0,0.0073875581564549,1.0761599942020272,0.6910585145169308,0.0861313868613138,0.0707701406968766,0.1968642365097589
"rolls/buns, root vegetables",other vegetables,0.0243009659379766,0.1934926283680732,0.0122013218098627,0.502092050209205,2.594889812825817,1.0,0.0074992640386406,1.61979211613471,0.6299352160622481,0.059347181008902,0.3826368272576312,0.2825751895817439
other vegetables,"rolls/buns, root vegetables",0.1934926283680732,0.0243009659379766,0.0122013218098627,0.0630583289542827,2.594889812825817,1.0,0.0074992640386406,1.0413658226696751,0.7620850142881156,0.059347181008902,0.0397226620743403,0.2825751895817439
"whole milk, other vegetables",domestic eggs,0.0748347737671581,0.0634468734112862,0.0123029994916115,0.1644021739130435,2.5911784942865106,1.0,0.0075549670736444,1.1208180506817778,0.6637465383081784,0.0976594027441485,0.1077945261572883,0.1791562151616499
domestic eggs,"whole milk, other vegetables",0.0634468734112862,0.0748347737671581,0.0123029994916115,0.1939102564102564,2.5911784942865106,1.0,0.0075549670736444,1.1477198830403446,0.6556757954691256,0.0976594027441485,0.1287072614347589,0.1791562151616499
other vegetables,"yogurt, root vegetables",0.1934926283680732,0.0258261311642094,0.0129130655821047,0.0667367314766158,2.5840777719390435,1.0,0.0079158995825632,1.0438360767987105,0.7600857286938982,0.0625615763546798,0.0419951731627718,0.2833683657383079
"yogurt, root vegetables",other vegetables,0.0258261311642094,0.1934926283680732,0.0129130655821047,0.5,2.5840777719390435,1.0,0.0079158995825632,1.6130147432638535,0.6292662561319278,0.0625615763546798,0.380042864346949,0.2833683657383079
tropical fruit,"yogurt, whole milk",0.1049313675648195,0.0560244026436197,0.0151499745805795,0.1443798449612403,2.577088521222864,1.0,0.0092712573941824,1.1032647978162904,0.6837075829091211,0.103905160390516,0.0935992864275956,0.2073986339143769
"yogurt, whole milk",tropical fruit,0.0560244026436197,0.1049313675648195,0.0151499745805795,0.2704174228675136,2.577088521222864,1.0,0.0092712573941824,1.2268229265467274,0.6482849905589179,0.103905160390516,0.1848864425652614,0.2073986339143769
tropical fruit,pip fruit,0.1049313675648195,0.0756481952211489,0.02043721403152,0.1947674418604651,2.5746475681420358,1.0,0.0124993454531544,1.147931483191064,0.6832965695209061,0.1276190476190476,0.1288678682980611,0.2324643660915228
pip fruit,tropical fruit,0.0756481952211489,0.1049313675648195,0.02043721403152,0.2701612903225806,2.5746475681420358,1.0,0.0124993454531544,1.226392380353175,0.6616499506646725,0.1276190476190476,0.1846002828947609,0.2324643660915228
yogurt,"whole milk, tropical fruit",0.1395017793594306,0.0422979156075241,0.0151499745805795,0.108600583090379,2.5675161891679745,1.0,0.0092493400901349,1.0743804250093842,0.7094942295202091,0.0909090909090909,0.0692309942344067,0.2333868300067279
"whole milk, tropical fruit",yogurt,0.0422979156075241,0.1395017793594306,0.0151499745805795,0.3581730769230769,2.5675161891679745,1.0,0.0092493400901349,1.3407013475148946,0.6374827120107793,0.0909090909090909,0.254121731246421,0.2333868300067279
whipped/sour cream,butter,0.0716827656329435,0.0554143365531265,0.0101677681748856,0.1418439716312056,2.559698093564968,1.0,0.0061955152750427,1.1007155251736294,0.656380065717415,0.0869565217391304,0.0915000496224873,0.1626651050816578
butter,whipped/sour cream,0.0554143365531265,0.0716827656329435,0.0101677681748856,0.18348623853211,2.559698093564968,1.0,0.0061955152750427,1.1369278488315635,0.645075349838536,0.0869565217391304,0.1204367093059477,0.1626651050816578
other vegetables,"yogurt, whipped/sour cream",0.1934926283680732,0.0207422470767666,0.0101677681748856,0.0525486074619022,2.5334095803323957,1.0,0.006154296269742,1.033570440273385,0.750489157841654,0.0498256103637269,0.0324800700226153,0.2713723429466373
"yogurt, whipped/sour cream",other vegetables,0.0207422470767666,0.1934926283680732,0.0101677681748856,0.4901960784313725,2.5334095803323957,1.0,0.006154296269742,1.5819952289703176,0.6180957325303705,0.0498256103637269,0.367886842079242,0.2713723429466373
"other vegetables, whipped/sour cream",yogurt,0.0288764616166751,0.1395017793594306,0.0101677681748856,0.352112676056338,2.524073009485484,1.0,0.0061394503977551,1.3281602970756614,0.6217694482253167,0.0642673521850899,0.247078833630401,0.2124994867162156
yogurt,"other vegetables, whipped/sour cream",0.1395017793594306,0.0288764616166751,0.0101677681748856,0.0728862973760932,2.524073009485484,1.0,0.0061394503977551,1.0474697285078,0.7017038875103391,0.0642673521850899,0.0453184729027198,0.2124994867162156
"root vegetables, other vegetables",tropical fruit,0.0473817996949669,0.1049313675648195,0.0123029994916115,0.259656652360515,2.4745379612070404,1.0,0.0073311624519363,1.20899125424578,0.6255225382812493,0.0878721859114016,0.1728641572152295,0.1884523571880094
tropical fruit,"root vegetables, other vegetables",0.1049313675648195,0.0473817996949669,0.0123029994916115,0.1172480620155038,2.47453796120704,1.0,0.0073311624519363,1.0791459744399496,0.6657412996884046,0.0878721859114016,0.0733413053604953,0.1884523571880094
"other vegetables, tropical fruit",yogurt,0.0358922216573462,0.1395017793594306,0.0123029994916115,0.3427762039660056,2.4571457478175405,1.0,0.0072959707052487,1.30929255123328,0.615101078860163,0.0754364089775561,0.2362287564700065,0.2154843118955392
yogurt,"other vegetables, tropical fruit",0.1395017793594306,0.0358922216573462,0.0123029994916115,0.0881924198250728,2.4571457478175405,1.0,0.0072959707052487,1.0573588104605285,0.6891632316852258,0.0754364089775561,0.0542472525816907,0.2154843118955392
other vegetables,"root vegetables, whole milk",0.1934926283680732,0.0489069649211997,0.0231825114387391,0.1198108250131371,2.449770195434936,1.0,0.013719374250631,1.0805552511969891,0.7337793392962992,0.1057513914656771,0.0745498678644648,0.2969116495128056
"root vegetables, whole milk",other vegetables,0.0489069649211997,0.1934926283680732,0.0231825114387391,0.474012474012474,2.449770195434936,1.0,0.013719374250631,1.5333203389523984,0.6222298181845463,0.1057513914656771,0.3478205599990774,0.2969116495128056
yogurt,"whole milk, whipped/sour cream",0.1395017793594306,0.0322318251143873,0.0108795119471276,0.0779883381924198,2.4196066439193973,1.0,0.0063831149916685,1.049626826832459,0.6818255606317106,0.0676359039190897,0.047280448216269,0.2077638851845379
"whole milk, whipped/sour cream",yogurt,0.0322318251143873,0.1395017793594306,0.0108795119471276,0.3375394321766561,2.419606643919397,1.0,0.0063831149916685,1.2989425521098117,0.6062502332030014,0.0676359039190897,0.2301430125791578,0.2077638851845379
"whole milk, citrus fruit",yogurt,0.0305033045246568,0.1395017793594306,0.0102694458566344,0.3366666666666666,2.4133503401360543,1.0,0.0060141805991022,1.2972334984531195,0.60406423442554,0.0642902609802673,0.2291287565481113,0.2051409135082604
yogurt,"whole milk, citrus fruit",0.1395017793594306,0.0305033045246568,0.0102694458566344,0.0736151603498542,2.413350340136054,1.0,0.0060141805991022,1.0465377389395525,0.6805804649943903,0.0642902609802673,0.044468285478848,0.2051409135082604
pip fruit,"whole milk, other vegetables",0.0756481952211489,0.0748347737671581,0.0135231316725978,0.178763440860215,2.3887750555165965,1.0,0.0078620160973293,1.1265514375077486,0.62895468789673,0.0987379361544172,0.112335250122015,0.1797349812996727
"whole milk, other vegetables",pip fruit,0.0748347737671581,0.0756481952211489,0.0135231316725978,0.1807065217391304,2.3887750555165965,1.0,0.0078620160973293,1.128230395219294,0.6284016999306706,0.0987379361544172,0.1136562139813384,0.1797349812996727
root vegetables,"whole milk, yogurt",0.1089984748347737,0.0560244026436197,0.0145399084900864,0.1333955223880597,2.3810253406289785,1.0,0.0084333340484026,1.0892807754209253,0.6509673140963795,0.0966216216216216,0.0819630506986823,0.196461826529783
"whole milk, yogurt",root vegetables,0.0560244026436197,0.1089984748347737,0.0145399084900864,0.2595281306715063,2.3810253406289785,1.0,0.0084333340484026,1.2032888244265676,0.6144362961467659,0.0966216216216216,0.1689443301556846,0.196461826529783
other vegetables,onions,0.1934926283680732,0.0310116929334011,0.0142348754448398,0.0735680504466631,2.372268118501417,1.0,0.0082343414690124,1.0459357619669527,0.7172438945320943,0.0676982591876208,0.0439183395742846,0.2662922219446431
onions,other vegetables,0.0310116929334011,0.1934926283680732,0.0142348754448398,0.4590163934426229,2.372268118501417,1.0,0.0082343414690124,1.4908166566529557,0.5969757157847398,0.0676982591876208,0.3292267056868629,0.2662922219446431
other vegetables,"whole milk, pork",0.1934926283680732,0.0221657346212506,0.0101677681748856,0.0525486074619022,2.3707135522376546,1.0,0.0058788619233106,1.0320680016726345,0.7169011598587999,0.049480455220188,0.0310715976279306,0.2556321018960887
"whole milk, pork",other vegetables,0.0221657346212506,0.1934926283680732,0.0101677681748856,0.4587155963302751,2.370713552237654,1.0,0.0058788619233106,1.4899881950488136,0.5912925028595195,0.049480455220188,0.3288537430544951,0.2556321018960887
"whole milk, other vegetables",pork,0.0748347737671581,0.0576512455516014,0.0101677681748856,0.1358695652173913,2.3567498658078367,1.0,0.0058534502566366,1.090516797600663,0.6222529948345973,0.083125519534497,0.0830035794036516,0.1561182041254505
pork,"whole milk, other vegetables",0.0576512455516014,0.0748347737671581,0.0101677681748856,0.1763668430335097,2.3567498658078367,1.0,0.0058534502566366,1.1232734117216732,0.6109063444108761,0.083125519534497,0.1097447962671247,0.1561182041254505
"whole milk, whipped/sour cream",other vegetables,0.0322318251143873,0.1934926283680732,0.0146415861718352,0.4542586750788643,2.347679489963548,1.0,0.0084049656133523,1.4778198659382702,0.5931663106161426,0.0693641618497109,0.3233275427887834,0.2649643349120018
other vegetables,"whole milk, whipped/sour cream",0.1934926283680732,0.0322318251143873,0.0146415861718352,0.0756699947451392,2.347679489963547,1.0,0.0084049656133523,1.0469942221758504,0.7117696601669748,0.0693641618497109,0.0448848916073171,0.2649643349120018
"root vegetables, whole milk",tropical fruit,0.0489069649211997,0.1049313675648195,0.011997966446365,0.2453222453222453,2.337930506535158,1.0,0.0068660917337388,1.186027581821823,0.6016985391910649,0.0845878136200717,0.156849288054559,0.1798316652967815
tropical fruit,"root vegetables, whole milk",0.1049313675648195,0.0489069649211997,0.011997966446365,0.1143410852713178,2.337930506535158,1.0,0.0068660917337388,1.0738818514237656,0.6393602335105328,0.0845878136200717,0.0687988639772729,0.1798316652967815
cream cheese ,yogurt,0.0372140315200813,0.1395017793594306,0.0120996441281138,0.3251366120218579,2.330698672911788,1.0,0.0069082205139245,1.2750702378722607,0.5930124927782919,0.073502161828289,0.2157294788177919,0.2059356529497044
yogurt,cream cheese ,0.1395017793594306,0.0372140315200813,0.0120996441281138,0.086734693877551,2.330698672911788,1.0,0.0069082205139245,1.0542237420227043,0.6635041113219482,0.073502161828289,0.0514347570266885,0.2059356529497044
chicken,root vegetables,0.0429079816980172,0.1089984748347737,0.0108795119471276,0.2535545023696682,2.32622064440829,1.0,0.0062026073838053,1.1936591860943664,0.595677483218178,0.0771449170872386,0.1622399327634014,0.1766839676027445
root vegetables,chicken,0.1089984748347737,0.0429079816980172,0.0108795119471276,0.0998134328358208,2.32622064440829,1.0,0.0062026073838053,1.0632151747354668,0.6398621647304245,0.0771449170872386,0.0594566144630084,0.1766839676027445
yogurt,curd,0.1395017793594306,0.0532791052364006,0.0172852058973055,0.1239067055393585,2.325615360648076,1.0,0.0098526759141492,1.0806165287983849,0.6624142460954604,0.0984936268829663,0.0746023465771229,0.2241670932276945
curd,yogurt,0.0532791052364006,0.1395017793594306,0.0172852058973055,0.3244274809160305,2.325615360648076,1.0,0.0098526759141492,1.2737318294227638,0.6020848206106628,0.0984936268829663,0.2149053851836417,0.2241670932276945
"whole milk, pip fruit",other vegetables,0.0300965937976614,0.1934926283680732,0.0135231316725978,0.4493243243243243,2.3221779977560324,1.0,0.0076996626337621,1.4645778036996953,0.5870376223607556,0.0643756050338819,0.3172093708685993,0.2596069861243272
other vegetables,"whole milk, pip fruit",0.1934926283680732,0.0300965937976614,0.0135231316725978,0.06988964792433,2.3221779977560324,1.0,0.0076996626337621,1.0427831536740395,0.7059697276474091,0.0643756050338819,0.041027852745129,0.2596069861243272
citrus fruit,tropical fruit,0.0827656329435688,0.1049313675648195,0.0199288256227758,0.2407862407862408,2.294702207492905,1.0,0.0112441145706392,1.1789415320424546,0.6151247995041049,0.1187878787878788,0.1517815151803565,0.2153543607031979
tropical fruit,citrus fruit,0.1049313675648195,0.0827656329435688,0.0199288256227758,0.189922480620155,2.294702207492905,1.0,0.0112441145706392,1.1322797449787525,0.6303579252898479,0.1187878787878788,0.1168260278127951,0.2153543607031979
berries,yogurt,0.0332486019318759,0.1395017793594306,0.010574478901881,0.3180428134556575,2.279847718904075,1.0,0.0059362397711709,1.2618068078451397,0.5806810459208439,0.0652037617554859,0.2074856516999162,0.1969222813633972
yogurt,berries,0.1395017793594306,0.0332486019318759,0.010574478901881,0.075801749271137,2.279847718904075,1.0,0.0059362397711709,1.0460433108434275,0.6523827702487752,0.0652037617554859,0.0440166390493934,0.1969222813633972
whole milk,"yogurt, curd",0.2555160142348754,0.0172852058973055,0.0100660904931367,0.0393951452447274,2.2791250204817306,1.0,0.005649443577028,1.023016684995887,0.7538578905691717,0.038312693498452,0.022498836366466,0.310874043210599
"yogurt, curd",whole milk,0.0172852058973055,0.2555160142348754,0.0100660904931367,0.5823529411764706,2.27912502048173,1.0,0.005649443577028,1.7825672898601574,0.5711068261507993,0.038312693498452,0.439011359802047,0.310874043210599
other vegetables,root vegetables,0.1934926283680732,0.1089984748347737,0.0473817996949669,0.2448765107724645,2.246604928588796,1.0,0.0262913983110752,1.1799414769585426,0.688008479803653,0.1857313670785173,0.1525003404595673,0.339789001654889
root vegetables,other vegetables,0.1089984748347737,0.1934926283680732,0.0473817996949669,0.4347014925373134,2.2466049285887952,1.0,0.0262913983110752,1.4266929082333752,0.6227642658681474,0.1857313670785173,0.299078313048976,0.339789001654889
whole milk,"butter, other vegetables",0.2555160142348754,0.0200305033045246,0.0114895780376207,0.0449661758853959,2.2448849737709087,1.0,0.0063714636701301,1.0261097271648874,0.7448687795055754,0.0435117443203696,0.0254453558656224,0.3092851183995507
"butter, other vegetables",whole milk,0.0200305033045246,0.2555160142348754,0.0114895780376207,0.5736040609137055,2.2448849737709087,1.0,0.0063714636701301,1.7459922047110656,0.5658776928345945,0.0435117443203696,0.4272597567722335,0.3092851183995507
whole milk,"root vegetables, tropical fruit",0.2555160142348754,0.0210472801220132,0.011997966446365,0.0469558296856347,2.230969009459987,1.0,0.0066200493191032,1.0271850459513072,0.7411365330395049,0.0453497309761721,0.0264655779973221,0.3085020694321894
"root vegetables, tropical fruit",whole milk,0.0210472801220132,0.2555160142348754,0.011997966446365,0.570048309178744,2.230969009459987,1.0,0.0066200493191032,1.7315526410492226,0.5636270975192411,0.0453497309761721,0.4224836275297661,0.3085020694321894
"whole milk, yogurt",citrus fruit,0.0560244026436197,0.0827656329435688,0.0102694458566344,0.1833030852994555,2.2147246239805223,1.0,0.0056325507115499,1.1231025249957634,0.5810283634998572,0.0799050632911392,0.109609338645399,0.1536908546890398
citrus fruit,"whole milk, yogurt",0.0827656329435688,0.0560244026436197,0.0102694458566344,0.124078624078624,2.2147246239805223,1.0,0.0056325507115499,1.077694440740664,0.597967778154603,0.0799050632911392,0.0720931998937169,0.1536908546890398
frozen vegetables,root vegetables,0.0480935434672089,0.1089984748347737,0.0115912557193695,0.241014799154334,2.211175885898205,1.0,0.0063491328320439,1.1739379426271646,0.5754262284637037,0.0796645702306079,0.148166215871605,0.1736790413682118
root vegetables,frozen vegetables,0.1089984748347737,0.0480935434672089,0.0115912557193695,0.1063432835820895,2.2111758858982045,1.0,0.0063491328320439,1.0651813375815782,0.6147598255023614,0.0796645702306079,0.0611927145940878,0.1736790413682118
pip fruit,citrus fruit,0.0756481952211489,0.0827656329435688,0.0138281647178444,0.1827956989247312,2.208594224723257,1.0,0.0075670939593273,1.122405212319054,0.5920076093356714,0.0956399437412095,0.1090561688199458,0.1749359330004491
citrus fruit,pip fruit,0.0827656329435688,0.0756481952211489,0.0138281647178444,0.1670761670761671,2.208594224723257,1.0,0.0075670939593273,1.109767506032426,0.5966013941326448,0.0956399437412095,0.0989103622477289,0.1749359330004491
"whole milk, citrus fruit",other vegetables,0.0305033045246568,0.1934926283680732,0.0130147432638535,0.4266666666666666,2.2050796987213173,1.0,0.0071125786974659,1.4066989040091744,0.5636962506554798,0.0616867469879518,0.2891158177845015,0.2469644421089507
other vegetables,"whole milk, citrus fruit",0.1934926283680732,0.0305033045246568,0.0130147432638535,0.0672622175512348,2.2050796987213173,1.0,0.0071125786974659,1.0394096966138466,0.6776151979324256,0.0616867469879518,0.0379154598444043,0.2469644421089507
"yogurt, root vegetables",whole milk,0.0258261311642094,0.2555160142348754,0.0145399084900864,0.562992125984252,2.2033535849801504,1.0,0.0079409183919005,1.7035939854445192,0.5606251592056831,0.0544969512195121,0.4130056759157495,0.3099481123355402
whole milk,"yogurt, root vegetables",0.2555160142348754,0.0258261311642094,0.0145399084900864,0.0569040986868284,2.20335358498015,1.0,0.0079409183919005,1.0329531360271482,0.7335905012769256,0.0544969512195121,0.0319018693857591,0.3099481123355402
whipped/sour cream,root vegetables,0.0716827656329435,0.1089984748347737,0.0170818505338078,0.2382978723404255,2.186249603048587,1.0,0.0092685384078784,1.1697506056638445,0.5844938194335786,0.1044126786824114,0.1451169205144454,0.1975071451254366
root vegetables,whipped/sour cream,0.1089984748347737,0.0716827656329435,0.0170818505338078,0.1567164179104477,2.186249603048587,1.0,0.0092685384078784,1.100836366417571,0.6089727914445477,0.1044126786824114,0.0915997776724264,0.1975071451254366
"whole milk, other vegetables",tropical fruit,0.0748347737671581,0.1049313675648195,0.0170818505338078,0.2282608695652174,2.175334934277048,1.0,0.009229335381016,1.1598072420286845,0.5840045216899816,0.105,0.1377877601015464,0.195525783619818
tropical fruit,"whole milk, other vegetables",0.1049313675648195,0.0748347737671581,0.0170818505338078,0.1627906976744186,2.175334934277048,1.0,0.009229335381016,1.1050584646670056,0.6036416156829653,0.105,0.0950705035309272,0.195525783619818
"yogurt, tropical fruit",other vegetables,0.0292831723436705,0.1934926283680732,0.0123029994916115,0.4201388888888889,2.171343127809891,1.0,0.0066369215078795,1.390863012155658,0.5557290724358913,0.0584541062801932,0.2810219329579201,0.2418613519588953
